ID_Accident,Rue,Cause,Type_Vehicule,Profession_Conducteur,Gravite,Heure,Age_Conducteur,Sexe_Conducteur,Date,Annee,Mois,Mois_Nom,Jour_Semaine,Latitude,Longitude,Conditions_Meteo
ACC-02166,Rue de Natchigal,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,22,38,Homme,2020-02-20,2020,2,February,Jeudi,3.862,11.519,Clair
ACC-02167,Avenue Amadou Ahidjo,Excès de vitesse,Moto,Chauffeur professionnel,Blessures corporelles,18,50,Homme,2024-08-28,2024,8,August,Mercredi,3.866,11.518,Clair
ACC-02168,Carrefour Poste Centrale,Défaillance technique,Taxi,Chauffeur professionnel,Dommages matériels,22,22,Homme,2021-11-16,2021,11,November,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-02169,Avenue Amadou Ahidjo,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,18,53,Homme,2024-10-28,2024,10,October,Lundi,3.866,11.518,Clair
ACC-02170,Carrefour J'aime mon pays,Non-respect des priorités,Véhicule tourisme,Transporteur,Dommages matériels,18,48,Homme,2020-09-22,2020,9,September,Mardi,3.8659711733356867,11.515636718507722,Nuit
ACC-02171,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,14,33,Homme,2024-03-24,2024,3,March,Dimanche,3.866,11.518,Clair
ACC-02172,Carrefour Poste Centrale,Défaillance technique,Moto,Particulier,Blessures corporelles,17,44,Homme,2023-01-15,2023,1,January,Dimanche,3.861742800875151,11.520971943019246,Pluie
ACC-02173,Carrefour Poste Centrale,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,17,54,Homme,2021-08-28,2021,8,August,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-02174,Avenue de l'Indépendance,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Mortels,21,18,Homme,2022-12-11,2022,12,December,Dimanche,3.863,11.521,Clair
ACC-02175,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,20,27,Homme,2023-04-17,2023,4,April,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02176,Avenue de l'Indépendance,Défaillance technique,Taxi,Particulier,Dommages matériels,21,42,Femme,2023-07-25,2023,7,July,Mardi,3.863,11.521,Clair
ACC-02177,Carrefour J'aime mon pays,Excès de vitesse,Bus,Autre,Dommages matériels,18,35,Femme,2023-06-16,2023,6,June,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-02178,Avenue Amadou Ahidjo,Infrastructure déficiente,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,19,41,Homme,2021-08-07,2021,8,August,Samedi,3.866,11.518,Clair
ACC-02179,Avenue Amadou Ahidjo,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,16,45,Femme,2020-12-04,2020,12,December,Vendredi,3.866,11.518,Pluie
ACC-02180,Carrefour Pharmacie du Soleil,Non-respect des priorités,Taxi,Particulier,Dommages matériels,18,42,Homme,2022-12-31,2022,12,December,Samedi,3.8671058413609636,11.516773975142678,Clair
ACC-02181,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,15,31,Homme,2021-01-08,2021,1,January,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-02182,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,18,32,Homme,2021-08-02,2021,8,August,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02183,Carrefour Poste Centrale,Infrastructure déficiente,Véhicule utilitaire,Particulier,Dommages matériels,1,58,Homme,2021-05-31,2021,5,May,Lundi,3.861742800875151,11.520971943019246,Pluie
ACC-02184,Carrefour J'aime mon pays,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,5,36,Homme,2023-06-15,2023,6,June,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-02185,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,8,55,Homme,2024-01-29,2024,1,January,Lundi,3.866,11.518,Nuit
ACC-02186,Rue de Natchigal,Conduite en état d'ébriété,Moto,Particulier,Dommages matériels,11,56,Homme,2020-04-30,2020,4,April,Jeudi,3.862,11.519,Clair
ACC-02187,Rue de Natchigal,Excès de vitesse,Taxi,Particulier,Dommages matériels,9,23,Homme,2023-12-07,2023,12,December,Jeudi,3.862,11.519,Clair
ACC-02188,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,46,Homme,2024-10-12,2024,10,October,Samedi,3.863,11.521,Clair
ACC-02189,Avenue de l'Indépendance,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,3,18,Homme,2024-12-02,2024,12,December,Lundi,3.863,11.521,Clair
ACC-02190,Avenue Amadou Ahidjo,Infrastructure déficiente,Taxi,Transporteur,Dommages matériels,15,59,Homme,2022-04-16,2022,4,April,Samedi,3.866,11.518,Pluie
ACC-02191,Carrefour J'aime mon pays,Conduite en état d'ébriété,Taxi,Autre,Dommages matériels,14,37,Homme,2021-07-23,2021,7,July,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-02192,Rue de Natchigal,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,17,37,Homme,2020-02-12,2020,2,February,Mercredi,3.862,11.519,Clair
ACC-02193,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Particulier,Blessures corporelles,1,22,Homme,2024-03-07,2024,3,March,Jeudi,3.866,11.518,Clair
ACC-02194,Rue Narvick,Conduite en état d'ébriété,Véhicule tourisme,Transporteur,Dommages matériels,15,25,Homme,2023-05-05,2023,5,May,Vendredi,3.8654733025149355,11.519040752498785,Clair
ACC-02195,Carrefour Poste Centrale,Conduite en état d'ébriété,Moto,Particulier,Dommages matériels,18,38,Homme,2020-03-12,2020,3,March,Jeudi,3.861742800875151,11.520971943019246,Nuit
ACC-02196,Boulevard du 20 Mai,Défaillance technique,Taxi,Particulier,Dommages matériels,14,36,Homme,2020-03-31,2020,3,March,Mardi,3.864269053436714,11.517238307980946,Brouillard
ACC-02197,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,1,29,Homme,2024-04-21,2024,4,April,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-02198,Rue de Natchigal,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,13,48,Femme,2021-05-05,2021,5,May,Mercredi,3.862,11.519,Clair
ACC-02199,Rue Narvick,Excès de vitesse,Moto,Particulier,Dommages matériels,18,34,Homme,2022-01-18,2022,1,January,Mardi,3.8654733025149355,11.519040752498785,Brouillard
ACC-02200,Boulevard du 20 Mai,Infrastructure déficiente,Moto,Transporteur,Dommages matériels,17,19,Homme,2022-09-24,2022,9,September,Samedi,3.864269053436714,11.517238307980946,Clair
ACC-02201,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,5,45,Homme,2021-01-17,2021,1,January,Dimanche,3.862,11.519,Brouillard
ACC-02202,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,18,18,Homme,2022-03-15,2022,3,March,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-02203,Boulevard du 20 Mai,Non-respect des priorités,Taxi,Particulier,Dommages matériels,20,18,Femme,2024-01-29,2024,1,January,Lundi,3.864269053436714,11.517238307980946,Clair
ACC-02204,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Transporteur,Dommages matériels,20,36,Homme,2023-03-23,2023,3,March,Jeudi,3.861742800875151,11.520971943019246,Pluie
ACC-02205,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Moto,Particulier,Dommages matériels,21,19,Homme,2020-06-18,2020,6,June,Jeudi,3.866,11.518,Clair
ACC-02206,Rue de Natchigal,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,7,37,Homme,2023-07-19,2023,7,July,Mercredi,3.862,11.519,Pluie
ACC-02207,Carrefour J'aime mon pays,Utilisation du téléphone,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,21,47,Homme,2022-07-06,2022,7,July,Mercredi,3.8659711733356867,11.515636718507722,Clair
ACC-02208,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,15,49,Homme,2023-02-07,2023,2,February,Mardi,3.863,11.521,Pluie
ACC-02209,Carrefour J'aime mon pays,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,0,42,Homme,2020-05-30,2020,5,May,Samedi,3.8659711733356867,11.515636718507722,Clair
ACC-02210,Rue de Natchigal,Non-respect des priorités,Véhicule utilitaire,Particulier,Dommages matériels,18,18,Homme,2021-03-06,2021,3,March,Samedi,3.862,11.519,Clair
ACC-02211,Avenue de l'Indépendance,Conduite en état d'ébriété,Taxi,Chauffeur professionnel,Dommages matériels,10,24,Homme,2021-03-26,2021,3,March,Vendredi,3.863,11.521,Pluie
ACC-02212,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,18,35,Homme,2021-10-04,2021,10,October,Lundi,3.863,11.521,Clair
ACC-02213,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Mortels,17,35,Homme,2022-02-18,2022,2,February,Vendredi,3.861742800875151,11.520971943019246,Pluie
ACC-02214,Rue de Natchigal,Utilisation du téléphone,Taxi,Chauffeur professionnel,Mortels,2,20,Homme,2020-01-23,2020,1,January,Jeudi,3.862,11.519,Nuit
ACC-02215,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,5,28,Homme,2021-01-01,2021,1,January,Vendredi,3.866,11.518,Pluie
ACC-02216,Carrefour J'aime mon pays,Excès de vitesse,Taxi,Particulier,Dommages matériels,14,47,Femme,2021-10-12,2021,10,October,Mardi,3.8659711733356867,11.515636718507722,Pluie
ACC-02217,Avenue de l'Indépendance,Non-respect des priorités,Taxi,Chauffeur professionnel,Dommages matériels,0,42,Homme,2022-03-30,2022,3,March,Mercredi,3.863,11.521,Pluie
ACC-02218,Carrefour J'aime mon pays,Infrastructure déficiente,Véhicule utilitaire,Particulier,Dommages matériels,16,30,Homme,2020-08-26,2020,8,August,Mercredi,3.8659711733356867,11.515636718507722,Clair
ACC-02219,Rue de Natchigal,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Dommages matériels,18,50,Homme,2021-03-09,2021,3,March,Mardi,3.862,11.519,Brouillard
ACC-02220,Carrefour Poste Centrale,Infrastructure déficiente,Moto,Particulier,Dommages matériels,18,18,Homme,2021-12-04,2021,12,December,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-02221,Avenue Amadou Ahidjo,Excès de vitesse,Moto,Transporteur,Dommages matériels,17,47,Homme,2023-02-24,2023,2,February,Vendredi,3.866,11.518,Pluie
ACC-02222,Rue Narvick,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,45,Homme,2022-07-30,2022,7,July,Samedi,3.8654733025149355,11.519040752498785,Clair
ACC-02223,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,19,46,Homme,2021-06-24,2021,6,June,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-02224,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,1,39,Homme,2021-09-24,2021,9,September,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-02225,Carrefour Poste Centrale,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,2,25,Homme,2020-07-16,2020,7,July,Jeudi,3.861742800875151,11.520971943019246,Pluie
ACC-02226,Carrefour Pharmacie du Soleil,Excès de vitesse,Bus,Autre,Dommages matériels,2,43,Homme,2024-09-05,2024,9,September,Jeudi,3.8671058413609636,11.516773975142678,Clair
ACC-02227,Carrefour J'aime mon pays,Défaillance technique,Moto,Transporteur,Dommages matériels,16,28,Homme,2024-08-06,2024,8,August,Mardi,3.8659711733356867,11.515636718507722,Clair
ACC-02228,Avenue Amadou Ahidjo,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,17,38,Homme,2021-04-26,2021,4,April,Lundi,3.866,11.518,Clair
ACC-02229,Carrefour J'aime mon pays,Utilisation du téléphone,Moto,Chauffeur professionnel,Dommages matériels,17,24,Homme,2023-04-17,2023,4,April,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02230,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,19,29,Homme,2022-05-18,2022,5,May,Mercredi,3.8659711733356867,11.515636718507722,Clair
ACC-02231,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,20,32,Homme,2021-06-06,2021,6,June,Dimanche,3.863,11.521,Clair
ACC-02232,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Mortels,14,40,Homme,2021-10-12,2021,10,October,Mardi,3.861742800875151,11.520971943019246,Pluie
ACC-02233,Rue de Natchigal,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,5,43,Homme,2022-08-16,2022,8,August,Mardi,3.862,11.519,Clair
ACC-02234,Avenue de l'Indépendance,Infrastructure déficiente,Taxi,Transporteur,Dommages matériels,19,60,Homme,2021-03-12,2021,3,March,Vendredi,3.863,11.521,Brouillard
ACC-02235,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,12,37,Homme,2024-11-23,2024,11,November,Samedi,3.866,11.518,Clair
ACC-02236,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Particulier,Mortels,20,20,Femme,2022-05-06,2022,5,May,Vendredi,3.866,11.518,Clair
ACC-02237,Rue de Natchigal,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,12,46,Femme,2020-11-09,2020,11,November,Lundi,3.862,11.519,Clair
ACC-02238,Carrefour Poste Centrale,Excès de vitesse,Moto,Chauffeur professionnel,Blessures corporelles,9,40,Homme,2020-01-19,2020,1,January,Dimanche,3.861742800875151,11.520971943019246,Nuit
ACC-02239,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,1,32,Femme,2023-03-29,2023,3,March,Mercredi,3.861742800875151,11.520971943019246,Clair
ACC-02240,Carrefour J'aime mon pays,Non-respect des priorités,Véhicule tourisme,Particulier,Mortels,22,28,Homme,2022-03-28,2022,3,March,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02241,Avenue de l'Indépendance,Utilisation du téléphone,Moto,Chauffeur professionnel,Dommages matériels,15,25,Homme,2020-05-01,2020,5,May,Vendredi,3.863,11.521,Nuit
ACC-02242,Carrefour Poste Centrale,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,20,25,Homme,2020-03-12,2020,3,March,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-02243,Avenue Kennedy,Excès de vitesse,Véhicule tourisme,Autre,Blessures corporelles,14,18,Homme,2022-12-14,2022,12,December,Mercredi,3.8642101789934955,11.520199466831677,Clair
ACC-02244,Rue de Natchigal,Infrastructure déficiente,Taxi,Particulier,Blessures corporelles,10,49,Homme,2021-04-04,2021,4,April,Dimanche,3.862,11.519,Pluie
ACC-02245,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,20,41,Homme,2020-06-17,2020,6,June,Mercredi,3.863,11.521,Pluie
ACC-02246,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,16,36,Homme,2024-06-22,2024,6,June,Samedi,3.8671058413609636,11.516773975142678,Pluie
ACC-02247,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,19,25,Homme,2021-08-04,2021,8,August,Mercredi,3.861742800875151,11.520971943019246,Pluie
ACC-02248,Avenue de l'Indépendance,Excès de vitesse,Moto,Particulier,Dommages matériels,17,51,Homme,2023-03-18,2023,3,March,Samedi,3.863,11.521,Clair
ACC-02249,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,12,18,Femme,2021-09-20,2021,9,September,Lundi,3.866,11.518,Brouillard
ACC-02250,Carrefour Poste Centrale,Utilisation du téléphone,Moto,Autre,Mortels,18,33,Femme,2020-01-26,2020,1,January,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-02251,Carrefour Poste Centrale,Excès de vitesse,Moto,Particulier,Dommages matériels,19,49,Femme,2023-06-25,2023,6,June,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-02252,Rue de Natchigal,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Dommages matériels,17,18,Femme,2021-12-21,2021,12,December,Mardi,3.862,11.519,Clair
ACC-02253,Avenue Amadou Ahidjo,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,1,37,Homme,2023-06-04,2023,6,June,Dimanche,3.866,11.518,Pluie
ACC-02254,Avenue de l'Indépendance,Conduite en état d'ébriété,Moto,Transporteur,Dommages matériels,16,25,Homme,2024-07-07,2024,7,July,Dimanche,3.863,11.521,Pluie
ACC-02255,Rue de Natchigal,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,1,36,Homme,2024-09-25,2024,9,September,Mercredi,3.862,11.519,Clair
ACC-02256,Avenue Kennedy,Défaillance technique,Taxi,Particulier,Dommages matériels,16,29,Femme,2024-02-16,2024,2,February,Vendredi,3.8642101789934955,11.520199466831677,Clair
ACC-02257,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,15,43,Homme,2022-10-30,2022,10,October,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-02258,Boulevard du 20 Mai,Utilisation du téléphone,Véhicule tourisme,Autre,Dommages matériels,6,53,Homme,2023-01-23,2023,1,January,Lundi,3.864269053436714,11.517238307980946,Nuit
ACC-02259,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,19,72,Homme,2020-04-30,2020,4,April,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-02260,Boulevard du 20 Mai,Infrastructure déficiente,Véhicule tourisme,Particulier,Blessures corporelles,3,33,Homme,2020-05-05,2020,5,May,Mardi,3.864269053436714,11.517238307980946,Clair
ACC-02261,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule tourisme,Autre,Mortels,8,46,Homme,2021-07-02,2021,7,July,Vendredi,3.863,11.521,Pluie
ACC-02262,Avenue Amadou Ahidjo,Infrastructure déficiente,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,17,40,Homme,2022-12-28,2022,12,December,Mercredi,3.866,11.518,Brouillard
ACC-02263,Rue de Natchigal,Utilisation du téléphone,Véhicule utilitaire,Autre,Dommages matériels,18,41,Homme,2020-10-23,2020,10,October,Vendredi,3.862,11.519,Pluie
ACC-02264,Boulevard du 20 Mai,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,18,57,Homme,2021-11-16,2021,11,November,Mardi,3.864269053436714,11.517238307980946,Nuit
ACC-02265,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Moto,Autre,Dommages matériels,18,24,Homme,2024-03-04,2024,3,March,Lundi,3.866,11.518,Pluie
ACC-02266,Avenue Amadou Ahidjo,Infrastructure déficiente,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,11,29,Homme,2022-08-30,2022,8,August,Mardi,3.866,11.518,Brouillard
ACC-02267,Avenue Amadou Ahidjo,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,19,32,Homme,2022-12-04,2022,12,December,Dimanche,3.866,11.518,Clair
ACC-02268,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,17,20,Femme,2021-09-26,2021,9,September,Dimanche,3.866,11.518,Clair
ACC-02269,Carrefour J'aime mon pays,Utilisation du téléphone,Taxi,Autre,Dommages matériels,18,34,Homme,2021-01-16,2021,1,January,Samedi,3.8659711733356867,11.515636718507722,Brouillard
ACC-02270,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,16,44,Homme,2022-11-16,2022,11,November,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-02271,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Transporteur,Blessures corporelles,17,47,Homme,2021-12-05,2021,12,December,Dimanche,3.861742800875151,11.520971943019246,Brouillard
ACC-02272,Boulevard du 20 Mai,Conduite en état d'ébriété,Bus,Particulier,Dommages matériels,18,32,Homme,2021-05-11,2021,5,May,Mardi,3.864269053436714,11.517238307980946,Clair
ACC-02273,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Chauffeur professionnel,Blessures corporelles,19,52,Homme,2022-05-01,2022,5,May,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-02274,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,18,18,Homme,2023-03-05,2023,3,March,Dimanche,3.866,11.518,Clair
ACC-02275,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,0,69,Homme,2021-12-07,2021,12,December,Mardi,3.862,11.519,Clair
ACC-02276,Avenue Amadou Ahidjo,Défaillance technique,Moto,Particulier,Dommages matériels,18,43,Homme,2022-12-08,2022,12,December,Jeudi,3.866,11.518,Clair
ACC-02277,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,3,28,Homme,2024-06-19,2024,6,June,Mercredi,3.863,11.521,Clair
ACC-02278,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,21,41,Homme,2024-03-10,2024,3,March,Dimanche,3.8671058413609636,11.516773975142678,Brouillard
ACC-02279,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,18,32,Homme,2020-04-30,2020,4,April,Jeudi,3.866,11.518,Nuit
ACC-02280,Carrefour Poste Centrale,Excès de vitesse,Taxi,Particulier,Dommages matériels,17,18,Homme,2024-11-19,2024,11,November,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-02281,Carrefour J'aime mon pays,Excès de vitesse,Taxi,Particulier,Dommages matériels,18,35,Homme,2023-05-25,2023,5,May,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-02282,Boulevard du 20 Mai,Excès de vitesse,Véhicule tourisme,Particulier,Mortels,5,48,Homme,2021-09-17,2021,9,September,Vendredi,3.864269053436714,11.517238307980946,Clair
ACC-02283,Carrefour Pharmacie du Soleil,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,20,49,Femme,2021-06-09,2021,6,June,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-02284,Carrefour Poste Centrale,Excès de vitesse,Taxi,Autre,Dommages matériels,21,38,Homme,2024-05-16,2024,5,May,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-02285,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,14,49,Homme,2022-12-02,2022,12,December,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-02286,Carrefour J'aime mon pays,Conduite en état d'ébriété,Taxi,Transporteur,Dommages matériels,19,41,Homme,2022-01-21,2022,1,January,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-02287,Rue de Natchigal,Défaillance technique,Taxi,Chauffeur professionnel,Dommages matériels,21,38,Homme,2020-04-05,2020,4,April,Dimanche,3.862,11.519,Pluie
ACC-02288,Carrefour J'aime mon pays,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,21,24,Homme,2020-01-27,2020,1,January,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02289,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Moto,Particulier,Dommages matériels,5,29,Homme,2022-04-15,2022,4,April,Vendredi,3.8671058413609636,11.516773975142678,Clair
ACC-02290,Carrefour Poste Centrale,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,15,31,Homme,2023-06-19,2023,6,June,Lundi,3.861742800875151,11.520971943019246,Clair
ACC-02291,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,19,39,Femme,2021-05-01,2021,5,May,Samedi,3.866,11.518,Pluie
ACC-02292,Carrefour J'aime mon pays,Infrastructure déficiente,Véhicule tourisme,Particulier,Dommages matériels,20,47,Homme,2020-08-27,2020,8,August,Jeudi,3.8659711733356867,11.515636718507722,Pluie
ACC-02293,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Mortels,11,25,Homme,2023-08-20,2023,8,August,Dimanche,3.8659711733356867,11.515636718507722,Pluie
ACC-02294,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Particulier,Dommages matériels,9,18,Homme,2020-03-07,2020,3,March,Samedi,3.8671058413609636,11.516773975142678,Pluie
ACC-02295,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,19,56,Homme,2023-07-28,2023,7,July,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-02296,Carrefour Poste Centrale,Excès de vitesse,Bus,Particulier,Blessures corporelles,20,20,Homme,2023-04-30,2023,4,April,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-02297,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,17,42,Homme,2023-02-16,2023,2,February,Jeudi,3.8659711733356867,11.515636718507722,Pluie
ACC-02298,Carrefour Poste Centrale,Utilisation du téléphone,Taxi,Particulier,Dommages matériels,21,38,Homme,2023-03-21,2023,3,March,Mardi,3.861742800875151,11.520971943019246,Pluie
ACC-02299,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,19,29,Homme,2024-12-05,2024,12,December,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-02300,Carrefour J'aime mon pays,Non-respect des priorités,Taxi,Autre,Dommages matériels,1,44,Homme,2023-11-16,2023,11,November,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-02301,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Transporteur,Blessures corporelles,21,18,Homme,2020-08-18,2020,8,August,Mardi,3.863,11.521,Pluie
ACC-02302,Avenue Kennedy,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,19,59,Homme,2020-12-16,2020,12,December,Mercredi,3.8642101789934955,11.520199466831677,Clair
ACC-02303,Carrefour Pharmacie du Soleil,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,15,74,Homme,2022-01-30,2022,1,January,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-02304,Carrefour J'aime mon pays,Excès de vitesse,Moto,Particulier,Dommages matériels,21,53,Homme,2024-05-13,2024,5,May,Lundi,3.8659711733356867,11.515636718507722,Clair
ACC-02305,Rue de Natchigal,Défaillance technique,Véhicule tourisme,Particulier,Blessures corporelles,1,22,Homme,2024-04-01,2024,4,April,Lundi,3.862,11.519,Clair
ACC-02306,Boulevard du 20 Mai,Conduite en état d'ébriété,Moto,Transporteur,Dommages matériels,19,18,Homme,2023-04-09,2023,4,April,Dimanche,3.864269053436714,11.517238307980946,Clair
ACC-02307,Carrefour Poste Centrale,Excès de vitesse,Moto,Particulier,Dommages matériels,10,42,Homme,2022-05-12,2022,5,May,Jeudi,3.861742800875151,11.520971943019246,Clair
